App_2901520	2901520	52	720.0	83.32	10567	83.32	10567	83.38	10165	0	mainstream_quality		21 Apr, 2024	An alt girl for skoof
App_418070	418070	50	330.0	90.39	3362	90.39	3362	91.32	380	0	very_high_rating		9 Nov, 2015	Turbo Pug
App_1969080	1969080	50	445.0	98.82	4503	98.82	4503	98.05	308	0	very_high_rating		7 Jul, 2022	A Building Full of Cats
App_838310	838310	50	1025.0	94.27	4524	94.27	4524	86.49	74	0	very_high_rating	Action	24 May, 2018	Bloodstained: Curse of the Moon
App_232910	232910	50	1225.0	88.77	6679	88.77	6679	84.98	233	0	mainstream_quality		20 Jun, 2013	TrackMania² Stadium
App_773370	773370	50	2250.0	89.95	5282	89.95	5282	88.39	310	0	mainstream_quality	Exploration|Adventure	18 Nov, 2021	Exo One
App_1260320	1260320	50	3050.0	79.8	79140	79.8	79140	83.41	3689	0	mainstream_quality		20 Sep, 2023	Party Animals
App_897450	897450	50	3807.0	76.16	10119	76.16	10119	83.92	715	0	mainstream_quality	Adventure|Singleplayer	9 Oct, 2020	The Survivalists
App_1176470	1176470	50	3950.0	80.28	9935	80.28	9935	79.26	376	0	mainstream_quality		5 Jan, 2026	Terra Invicta
App_2878420	2878420	40	1740.0	87.62	5380	87.62	5380	91.65	467	0	mainstream_quality		3 Oct, 2024	Old Market Simulator
App_669330	669330	40	2460.0	83.86	19449	83.86	19449	77.52	1401	0	mainstream_quality		26 Sep, 2024	Mechabellum
App_2408820	2408820	40	3120.0	84.17	12714	84.17	12714	88.48	1207	0	mainstream_quality		20 Nov, 2024	Luma Island
App_3527290	3527290	38	1364.0	94.45	372475	94.45	372475	93.47	67491	0	very_high_rating	Adventure|Exploration	16 Jun, 2025	PEAK
App_3191050	3191050	35	975.0	97.68	8852	97.68	8852	93.24	414	0	very_high_rating		17 Sep, 2025	BRAZILIAN DRUG DEALER 3: I OPENED A PORTAL TO HELL IN THE FAVELA TRYING TO REVIVE MIT AIA I NEED TO CLOSE IT
App_1732180	1732180	35	2015.0	95.34	6420	95.34	6420	95.02	743	0	very_high_rating		21 Jun, 2022	Kaiju Princess
App_2062430	2062430	34	2706.0	95.26	27131	95.26	27131	92.6	1230	0	very_high_rating	Action	15 Oct, 2025	BALL x PIT
App_1388880	1388880	33	3107.0	96.98	32335	96.98	32335	94.75	4155	0	very_high_rating		30 Jun, 2021	Doki Doki Literature Club Plus!
App_3167550	3167550	32	1190.0	92.49	8626	92.49	8626	92.56	121	0	very_high_rating		17 Feb, 2025	Tiny Pasture
App_1239690	1239690	30	623.0	95.14	15435	95.14	15435	96.64	3777	0	very_high_rating	Action	6 May, 2022	Retrowave
App_3376990	3376990	30	1050.0	99.5	4644	99.5	4644	100.0	59	0	very_high_rating		28 May, 2025	Kabuto Park
App_2533960	2533960	30	1050.0	92.98	3374	92.98	3374	86.49	148	0	very_high_rating	Singleplayer	8 Mar, 2024	SUMMERHOUSE
App_3528450	3528450	30	1750.0	94.78	10555	94.78	10555	60.0	5	0	very_high_rating	RPG	18 Aug, 2025	Sweet Home
App_1793250	1793250	30	2170.0	93.97	4027	93.97	4027	87.63	97	0	very_high_rating		28 Jun, 2023	Take Me To The Dungeon!!
App_2879840	2879840	30	3150.0	92.06	4699	92.06	4699	93.71	302	0	very_high_rating		27 Oct, 2025	Escape Simulator 2
App_2404880	2404880	30	3314.0	88.76	10467	88.76	10467	90.21	1195	0	very_high_rating	Singleplayer	29 May, 2025	Car Dealer Simulator
App_2495450	2495450	30	3360.0	97.49	10646	97.49	10646	98.43	127	0	very_high_rating	RPG	5 Jan, 2024	Winter Memories
App_1217060	1217060	30	3639.0	93.08	103710	93.08	103710	92.93	4891	0	very_high_rating		17 Nov, 2021	Gunfire Reborn
App_1592280	1592280	25	2550.0	93.48	5124	93.48	5124	87.44	207	0	very_high_rating	Action	31 May, 2024	Selaco
App_2950790	2950790	25	2925.0	97.83	13963	97.83	13963	97.57	1731	0	very_high_rating		6 Aug, 2026	IRON NEST: Heavy Turret Simulator
App_4466620	4466620	25	3382.0	90.55	3736	90.55	3736	85.09	114	0	very_high_rating		15 May, 2026	SiNiSistar 2
